2546001,7-8-2016,3900,Cr,38569
2546001,19-8-2016,7900,Cr,46469
2546001,24-8-2016,1400,Cr,47869
2546001,25-8-2016,10673,Dr,37196
2546001,26-8-2016,2740,Dr,34456
2546001,28-8-2016,7477,Dr,26979
2546001,01-9-2016,34213,Cr,61192
2546001,7-9-2016,16600,Cr,77792
2546001,10-9-2016,35534,Dr,42258
2546001,15-9-2016,11648,Dr,30610
2546001,24-9-2016,10288,Dr,20322
2546001,25-9-2016,5446,Dr,14876
2546001,28-9-2016,2036,Dr,12840
2546001,29-9-2016,14600,Cr,27440
2546001,30-9-2016,6658,Dr,20782
2546001,01-10-2016,34213,Cr,54995
2546001,2-10-2016,21193,Dr,33802
2546001,3-10-2016,11823,Dr,21979
2546001,5-10-2016,4780,Dr,17199
2546001,7-10-2016,3132,Dr,14067
2546001,9-10-2016,4932,Dr,9135
2546001,12-10-2016,4365,Dr,4770
2546001,13-10-2016,379,Dr,4391
2546001,18-10-2016,703,Dr,3688
2546001,24-10-2016,1400,Cr,5088
2546001,26-10-2016,465,Dr,4623
2546001,01-11-2016,34213,Cr,38836
2546001,1-11-2016,2579,Dr,36257
2546001,2-11-2016,14845,Dr,21412
2546001,3-11-2016,3785,Dr,17627
2546001,5-11-2016,8123,Dr,9504
2546001,8-11-2016,19900,Cr,29404
2546001,9-11-2016,5360,Dr,24044
2546001,12-11-2016,11625,Dr,12419
2546001,22-11-2016,107,Dr,12312
2546001,23-11-2016,597,Dr,11715
2546001,25-11-2016,4997,Dr,6718
2546001,27-11-2016,6300,Cr,13018
2546001,29-11-2016,2487,Dr,10531
2546001,30-11-2016,4798,Dr,5733
2546001,01-12-2016,34213,Cr,39946
2546001,3-12-2016,2457,Dr,37489
2546001,13-12-2016,15200,Cr,52689
2546001,19-12-2016,1100,Cr,53789
2546001,28-12-2016,18469,Dr,35320
2546001,29-12-2016,5926,Dr,29394
2546001,30-12-2016,6354,Dr,23040
2546001,01-1-2017,34213,Cr,57253
2546001,1-1-2017,6600,Cr,63853
2546001,3-1-2017,23990,Dr,39863
2546001,5-1-2017,4981,Dr,34882
2546001,7-1-2017,394,Dr,34488
2546001,10-1-2017,11409,Dr,23079
2546001,29-1-2017,1300,Cr,24379
2546001,01-2-2017,34213,Cr,58592
2546001,5-2-2017,21024,Dr,37568
2546001,6-2-2017,2351,Dr,35217
2546001,12-2-2017,2902,Dr,32315
2546001,15-2-2017,7140,Dr,25175
2546001,16-2-2017,8725,Dr,16450
2546001,19-2-2017,18100,Cr,34550
2546001,20-2-2017,190,Dr,34360
2546001,23-2-2017,2209,Dr,32151
2546001,24-2-2017,9500,Cr,41651
2546001,25-2-2017,13629,Dr,28022
2546001,01-3-2017,34213,Cr,62235
2546001,3-3-2017,4200,Cr,66435
2546001,4-3-2017,28809,Dr,37626
2546001,10-3-2017,9300,Cr,46926
2546001,18-3-2017,20911,Dr,26015
2546001,21-3-2017,12651,Dr,13364
2546001,22-3-2017,1571,Dr,11793
2546001,23-3-2017,13100,Cr,24893
2546001,25-3-2017,1948,Dr,22945
2546001,29-3-2017,3270,Dr,19675
2546002,01-1-2016,22466,Cr,22466
2546002,2-1-2016,2729,Dr,19737
2546002,4-1-2016,6447,Dr,13290
2546002,7-1-2016,6273,Dr,7017
2546002,10-1-2016,3700,Cr,10717
2546002,11-1-2016,909,Dr,9808
2546002,16-1-2016,5600,Cr,15408
2546002,19-1-2016,3006,Dr,12402
2546002,21-1-2016,12300,Cr,24702
2546002,23-1-2016,7600,Cr,32302
2546002,26-1-2016,3176,Dr,29126
2546002,31-1-2016,12600,Cr,41726
2546002,01-2-2016,22466,Cr,64192
2546002,3-2-2016,28706,Dr,35486
2546002,4-2-2016,3900,Cr,39386
2546002,7-2-2016,19373,Dr,20013
2546002,14-2-2016,4011,Dr,16002
2546002,19-2-2016,3230,Dr,12772
2546002,20-2-2016,4800,Cr,17572
2546002,23-2-2016,15500,Cr,33072
2546002,26-2-2016,5200,Cr,38272
2546002,27-2-2016,16169,Dr,22103
2546002,01-3-2016,22466,Cr,44569
2546002,5-3-2016,9100,Cr,53669
2546002,12-3-2016,191,Dr,53478
2546002,14-3-2016,4973,Dr,48505
2546002,17-3-2016,1705,Dr,46800
2546002,20-3-2016,13600,Cr,60400
2546002,31-3-2016,15800,Cr,76200
2546002,01-4-2016,22466,Cr,98666
2546002,5-4-2016,7000,Cr,105666
2546002,7-4-2016,13131,Dr,92535
2546002,11-4-2016,7363,Dr,85172
2546002,12-4-2016,16100,Cr,101272
2546002,15-4-2016,45494,Dr,55778
2546002,18-4-2016,10900,Cr,66678
2546002,21-4-2016,4100,Cr,70778
2546002,22-4-2016,14500,Cr,85278
2546002,25-4-2016,30379,Dr,54899
2546002,26-4-2016,26295,Dr,28604
2546002,01-5-2016,22466,Cr,51070
2546002,1-5-2016,3833,Dr,47237
2546002,2-5-2016,20406,Dr,26831
2546002,3-5-2016,16600,Cr,43431
2546002,10-5-2016,17566,Dr,25865
2546002,11-5-2016,2012,Dr,23853
2546002,13-5-2016,4000,Cr,27853
2546002,31-5-2016,10150,Dr,17703
2546002,01-6-2016,22466,Cr,40169
2546002,5-6-2016,13000,Cr,53169
2546002,8-6-2016,20846,Dr,32323
2546002,10-6-2016,8766,Dr,23557
2546002,11-6-2016,5024,Dr,18533
2546002,12-6-2016,2900,Cr,21433
2546002,13-6-2016,12800,Cr,34233
2546002,20-6-2016,12100,Cr,46333
2546002,21-6-2016,1800,Cr,48133
2546002,25-6-2016,12866,Dr,35267
2546002,27-6-2016,567,Dr,34700
2546002,29-6-2016,12700,Dr,22000
2546002,30-6-2016,1085,Dr,20915
2546002,01-7-2016,22466,Cr,43381
2546002,11-7-2016,13200,Cr,56581
2546002,12-7-2016,15100,Cr,71681
2546002,16-7-2016,640,Dr,71041
2546002,19-7-2016,23597,Dr,47444
2546002,23-7-2016,18563,Dr,28881
2546002,26-7-2016,10114,Dr,18767
2546002,27-7-2016,2181,Dr,16586
2546002,31-7-2016,2300,Cr,18886
2546002,01-8-2016,22466,Cr,41352
2546002,1-8-2016,19381,Dr,21971
2546002,10-8-2016,15100,Cr,37071
2546002,12-8-2016,9969,Dr,27102
2546002,14-8-2016,12767,Dr,14335
2546002,17-8-2016,3939,Dr,10396
2546002,18-8-2016,6900,Cr,17296
2546002,19-8-2016,1598,Dr,15698
2546002,20-8-2016,6828,Dr,8870
2546002,26-8-2016,2704,Dr,6166
2546002,30-8-2016,15500,Cr,21666
2546002,01-9-2016,22466,Cr,44132
2546002,1-9-2016,3795,Dr,40337
2546002,5-9-2016,19217,Dr,21120
2546002,7-9-2016,4652,Dr,16468
2546002,13-9-2016,1137,Dr,15331
2546002,14-9-2016,4200,Cr,19531
2546002,19-9-2016,4409,Dr,15122
2546002,21-9-2016,5665,Dr,9457
2546002,23-9-2016,2658,Dr,6799
2546002,24-9-2016,15200,Cr,21999
2546002,25-9-2016,921,Dr,21078
2546002,26-9-2016,2164,Dr,18914
2546002,01-10-2016,22466,Cr,41380
2546002,1-10-2016,14078,Dr,27302
2546002,6-10-2016,12216,Dr,15086
2546002,8-10-2016,6996,Dr,8090
2546002,10-10-2016,1726,Dr,6364
2546002,11-10-2016,2837,Dr,3527
2546002,16-10-2016,1465,Dr,2062
2546002,17-10-2016,494,Dr,1568
2546002,21-10-2016,514,Dr,1054
2546002,24-10-2016,485,Dr,569
2546002,26-10-2016,7600,Cr,8169
2546002,01-11-2016,22466,Cr,30635
2546002,2-11-2016,4884,Dr,25751
2546002,5-11-2016,3259,Dr,22492
2546002,7-11-2016,1657,Dr,20835
2546002,15-11-2016,968,Dr,19867
2546002,20-11-2016,5904,Dr,13963
2546002,24-11-2016,18900,Cr,32863
2546002,27-11-2016,6518,Dr,26345
2546002,01-12-2016,22466,Cr,48811
2546002,1-12-2016,11100,Cr,59911
2546002,4-12-2016,13700,Cr,73611
2546002,9-12-2016,8669,Dr,64942
2546002,15-12-2016,9792,Dr,55150
2546002,17-12-2016,7829,Dr,47321
2546002,19-12-2016,17200,Cr,64521
2546002,20-12-2016,30015,Dr,34506
2546002,21-12-2016,10917,Dr,23589
2546002,23-12-2016,14600,Cr,38189
2546002,28-12-2016,15206,Dr,22983
2546002,31-12-2016,3592,Dr,19391
2546002,01-1-2017,22466,Cr,41857
2546002,1-1-2017,6749,Dr,35108
2546002,2-1-2017,2309,Dr,32799
2546002,5-1-2017,13200,Cr,45999
2546002,10-1-2017,14000,Cr,59999
2546002,14-1-2017,6195,Dr,53804
2546002,16-1-2017,17641,Dr,36163
2546002,17-1-2017,2039,Dr,34124
2546002,21-1-2017,6981,Dr,27143
2546002,22-1-2017,9100,Cr,36243
2546002,24-1-2017,4500,Cr,40743
2546002,28-1-2017,18300,Cr,59043
2546002,01-2-2017,22466,Cr,81509
2546002,1-2-2017,5100,Cr,86609
2546002,5-2-2017,3320,Dr,83289
2546002,13-2-2017,23640,Dr,59649
2546002,20-2-2017,20277,Dr,39372
2546002,01-3-2017,22466,Cr,61838
2546002,2-3-2017,26158,Dr,35680
2546002,5-3-2017,17412,Dr,18268
2546002,18-3-2017,16700,Cr,34968
2546002,19-3-2017,2400,Cr,37368
2546002,24-3-2017,6765,Dr,30603
2546002,26-3-2017,3606,Dr,26997
2546003,01-1-2016,21018,Cr,21018
2546003,2-1-2016,3800,Cr,24818
2546003,19-1-2016,8212,Dr,16606
2546003,25-1-2016,7362,Dr,9244
2546003,30-1-2016,214,Dr,9030
2546003,01-2-2016,21018,Cr,30048
2546003,5-2-2016,627,Dr,29421
2546003,11-2-2016,11921,Dr,17500
2546003,19-2-2016,2888,Dr,14612
2546003,22-2-2016,3929,Dr,10683
2546003,26-2-2016,6400,Cr,17083
2546003,01-3-2016,21018,Cr,38101
2546003,3-3-2016,9900,Cr,48001
2546003,5-3-2016,14423,Dr,33578
2546003,12-3-2016,9882,Dr,23696
2546003,15-3-2016,6077,Dr,17619
2546003,17-3-2016,2454,Dr,15165
2546003,30-3-2016,7100,Cr,22265
2546003,31-3-2016,6828,Dr,15437
2546003,01-4-2016,21018,Cr,36455
2546003,5-4-2016,16100,Cr,52555
2546003,14-4-2016,6000,Cr,58555
2546003,15-4-2016,24150,Dr,34405
2546003,16-4-2016,12173,Dr,22232
2546003,18-4-2016,7882,Dr,14350
2546003,01-5-2016,21018,Cr,35368
2546003,3-5-2016,7600,Cr,42968
2546003,7-5-2016,19703,Dr,23265
2546003,8-5-2016,2874,Dr,20391
2546003,11-5-2016,2823,Dr,17568
2546003,12-5-2016,3978,Dr,13590
2546003,17-5-2016,1386,Dr,12204
2546003,22-5-2016,1197,Dr,11007
2546003,29-5-2016,16400,Cr,27407
2546003,01-6-2016,21018,Cr,48425
2546003,5-6-2016,22185,Dr,26240
2546003,11-6-2016,402,Dr,25838
2546003,13-6-2016,10241,Dr,15597
2546003,14-6-2016,4100,Cr,19697
2546003,15-6-2016,2100,Cr,21797
2546003,22-6-2016,2127,Dr,19670
2546003,27-6-2016,6776,Dr,12894
2546003,30-6-2016,15800,Cr,28694
2546003,01-7-2016,21018,Cr,49712
2546003,1-7-2016,5927,Dr,43785
2546003,4-7-2016,6100,Cr,49885
2546003,9-7-2016,7181,Dr,42704
2546003,16-7-2016,3294,Dr,39410
2546003,17-7-2016,2915,Dr,36495
2546003,18-7-2016,17667,Dr,18828
2546003,27-7-2016,9404,Dr,9424
2546003,30-7-2016,3647,Dr,5777
2546003,01-8-2016,21018,Cr,26795
2546003,3-8-2016,1655,Dr,25140
2546003,6-8-2016,1658,Dr,23482
2546003,7-8-2016,9592,Dr,13890
2546003,8-8-2016,5610,Dr,8280
2546003,11-8-2016,3800,Cr,12080
2546003,22-8-2016,1032,Dr,11048
2546003,29-8-2016,880,Dr,10168
2546003,01-9-2016,21018,Cr,31186
2546003,3-9-2016,11167,Dr,20019
2546003,4-9-2016,9090,Dr,10929
2546003,9-9-2016,1125,Dr,9804
2546003,13-9-2016,3465,Dr,6339
2546003,14-9-2016,1378,Dr,4961
2546003,18-9-2016,241,Dr,4720
2546003,20-9-2016,1083,Dr,3637
2546003,22-9-2016,11800,Cr,15437
2546003,28-9-2016,2387,Dr,13050
2546003,01-10-2016,21018,Cr,34068
2546003,1-10-2016,5091,Dr,28977
2546003,3-10-2016,5061,Dr,23916
2546003,17-10-2016,4063,Dr,19853
2546003,22-10-2016,16700,Cr,36553
2546003,26-10-2016,5800,Cr,42353
2546003,30-10-2016,4486,Dr,37867
2546003,01-11-2016,21018,Cr,58885
2546003,1-11-2016,11500,Cr,70385
2546003,7-11-2016,15400,Cr,85785
2546003,8-11-2016,16261,Dr,69524
2546003,14-11-2016,16300,Cr,85824
2546003,18-11-2016,13602,Dr,72222
2546003,26-11-2016,18697,Dr,53525
2546003,01-12-2016,21018,Cr,74543
2546003,4-12-2016,23722,Dr,50821
2546003,6-12-2016,1289,Dr,49532
2546003,9-12-2016,12945,Dr,36587
2546003,10-12-2016,5822,Dr,30765
2546003,13-12-2016,18500,Cr,49265
2546003,17-12-2016,17190,Dr,32075
2546003,19-12-2016,8125,Dr,23950
2546003,21-12-2016,5489,Dr,18461
2546003,24-12-2016,5800,Cr,24261
2546003,26-12-2016,134,Dr,24127
2546003,29-12-2016,7100,Cr,31227
2546003,30-12-2016,950,Dr,30277
2546003,31-12-2016,13755,Dr,16522
2546003,01-1-2017,21018,Cr,37540
2546003,2-1-2017,13439,Dr,24101
2546003,5-1-2017,3699,Dr,20402
2546003,8-1-2017,2915,Dr,17487
2546003,9-1-2017,8679,Dr,8808
2546003,11-1-2017,1826,Dr,6982
2546003,17-1-2017,1504,Dr,5478
2546003,23-1-2017,6200,Cr,11678
2546003,26-1-2017,123,Dr,11555
2546003,29-1-2017,14400,Cr,25955
2546003,31-1-2017,9010,Dr,16945
2546003,01-2-2017,21018,Cr,37963
2546003,9-2-2017,6092,Dr,31871
2546003,10-2-2017,11339,Dr,20532
2546003,15-2-2017,19100,Cr,39632
2546003,16-2-2017,11536,Dr,28096
2546003,19-2-2017,4502,Dr,23594
2546003,21-2-2017,1000,Cr,24594
2546003,28-2-2017,6567,Dr,18027
2546003,01-3-2017,21018,Cr,39045
2546003,1-3-2017,6900,Cr,45945
2546003,3-3-2017,14763,Dr,31182
2546003,4-3-2017,2543,Dr,28639
2546003,7-3-2017,9974,Dr,18665
2546003,8-3-2017,6895,Dr,11770
2546003,13-3-2017,3529,Dr,8241
2546003,16-3-2017,2205,Dr,6036
2546003,18-3-2017,780,Dr,5256
2546003,19-3-2017,1864,Dr,3392
2546003,21-3-2017,1192,Dr,2200
2546003,23-3-2017,857,Dr,1343
2546003,24-3-2017,124,Dr,1219
2546003,29-3-2017,440,Dr,779
2546004,01-1-2016,24745,Cr,24745
2546004,5-1-2016,855,Dr,23890
2546004,7-1-2016,9820,Dr,14070
2546004,15-1-2016,6600,Cr,20670
2546004,19-1-2016,15400,Cr,36070
2546004,24-1-2016,8700,Cr,44770
2546004,27-1-2016,18742,Dr,26028
2546004,29-1-2016,5808,Dr,20220
2546004,30-1-2016,4987,Dr,15233
2546004,01-2-2016,24745,Cr,39978
2546004,4-2-2016,3276,Dr,36702
2546004,18-2-2016,1034,Dr,35668
2546004,22-2-2016,214,Dr,35454
2546004,24-2-2016,13451,Dr,22003
2546004,25-2-2016,13000,Cr,35003
2546004,01-3-2016,24745,Cr,59748
2546004,3-3-2016,20212,Dr,39536
2546004,22-3-2016,409,Dr,39127
2546004,24-3-2016,16457,Dr,22670
2546004,31-3-2016,4500,Cr,27170
2546004,01-4-2016,24745,Cr,51915
2546004,1-4-2016,19482,Dr,32433
2546004,4-4-2016,12428,Dr,20005
2546004,7-4-2016,3027,Dr,16978
2546004,8-4-2016,4400,Cr,21378
2546004,10-4-2016,11400,Cr,32778
2546004,13-4-2016,5100,Cr,37878
2546004,16-4-2016,16217,Dr,21661
2546004,17-4-2016,8325,Dr,13336
2546004,19-4-2016,2392,Dr,10944
2546004,20-4-2016,13800,Cr,24744
2546004,21-4-2016,10000,Cr,34744
2546004,01-5-2016,24745,Cr,59489
2546004,4-5-2016,27414,Dr,32075
2546004,8-5-2016,2003,Dr,30072
2546004,13-5-2016,7700,Cr,37772
2546004,29-5-2016,17032,Dr,20740
2546004,01-6-2016,24745,Cr,45485
2546004,6-6-2016,9200,Cr,54685
2546004,12-6-2016,26231,Dr,28454
2546004,14-6-2016,7522,Dr,20932
2546004,20-6-2016,3901,Dr,17031
2546004,26-6-2016,2729,Dr,14302
2546004,29-6-2016,4409,Dr,9893
2546004,30-6-2016,17500,Cr,27393
2546004,01-7-2016,24745,Cr,52138
2546004,1-7-2016,16700,Cr,68838
2546004,3-7-2016,16900,Cr,85738
2546004,4-7-2016,35059,Dr,50679
2546004,6-7-2016,19400,Cr,70079
2546004,7-7-2016,11591,Dr,58488
2546004,13-7-2016,118,Dr,58370
2546004,16-7-2016,10232,Dr,48138
2546004,17-7-2016,2109,Dr,46029
2546004,19-7-2016,15400,Cr,61429
2546004,22-7-2016,11500,Cr,72929
2546004,25-7-2016,6629,Dr,66300
2546004,27-7-2016,16323,Dr,49977
2546004,28-7-2016,6800,Cr,56777
2546004,01-8-2016,24745,Cr,81522
2546004,1-8-2016,38869,Dr,42653
2546004,5-8-2016,12713,Dr,29940
2546004,11-8-2016,14000,Cr,43940
2546004,25-8-2016,17000,Cr,60940
2546004,29-8-2016,5961,Dr,54979
2546004,01-9-2016,24745,Cr,79724
2546004,2-9-2016,37929,Dr,41795
2546004,3-9-2016,8476,Dr,33319
2546004,5-9-2016,15671,Dr,17648
2546004,7-9-2016,644,Dr,17004
2546004,18-9-2016,17300,Cr,34304
2546004,21-9-2016,15557,Dr,18747
2546004,24-9-2016,5929,Dr,12818
2546004,26-9-2016,5188,Dr,7630
2546004,27-9-2016,2176,Dr,5454
2546004,28-9-2016,1555,Dr,3899
2546004,29-9-2016,9300,Cr,13199
2546004,01-10-2016,24745,Cr,37944
2546004,1-10-2016,16750,Dr,21194
2546004,2-10-2016,5260,Dr,15934
2546004,4-10-2016,17300,Cr,33234
2546004,7-10-2016,8434,Dr,24800
2546004,8-10-2016,3196,Dr,21604
2546004,19-10-2016,2700,Cr,24304
2546004,21-10-2016,7676,Dr,16628
2546004,23-10-2016,4385,Dr,12243
2546004,01-11-2016,24745,Cr,36988
2546004,2-11-2016,8500,Cr,45488
2546004,3-11-2016,18773,Dr,26715
2546004,16-11-2016,11400,Cr,38115
2546004,22-11-2016,14799,Dr,23316
2546004,24-11-2016,10953,Dr,12363
2546004,28-11-2016,3312,Dr,9051
2546004,01-12-2016,24745,Cr,33796
2546004,7-12-2016,5977,Dr,27819
2546004,11-12-2016,5259,Dr,22560
2546004,22-12-2016,6800,Dr,15760
2546004,23-12-2016,12400,Cr,28160
2546004,01-1-2017,24745,Cr,52905
2546004,3-1-2017,22726,Dr,30179
2546004,6-1-2017,7700,Cr,37879
2546004,21-1-2017,2700,Cr,40579
2546004,28-1-2017,11284,Dr,29295
2546004,01-2-2017,24745,Cr,54040
2546004,1-2-2017,7903,Dr,46137
2546004,6-2-2017,21366,Dr,24771
2546004,8-2-2017,147,Dr,24624
2546004,9-2-2017,10821,Dr,13803
2546004,12-2-2017,1690,Dr,12113
2546004,13-2-2017,3712,Dr,8401
2546004,17-2-2017,1200,Cr,9601
2546004,19-2-2017,2367,Dr,7234
2546004,23-2-2017,988,Dr,6246
2546004,28-2-2017,13900,Cr,20146
2546004,01-3-2017,24745,Cr,44891
2546004,2-3-2017,4727,Dr,40164
2546004,3-3-2017,4369,Dr,35795
2546004,10-3-2017,12087,Dr,23708
2546004,26-3-2017,6301,Dr,17407
2546004,29-3-2017,18400,Cr,35807
2546004,31-3-2017,8057,Dr,27750
2546005,01-1-2016,20740,Cr,20740
2546005,1-1-2016,5744,Dr,14996
2546005,4-1-2016,4019,Dr,10977
2546005,7-1-2016,1142,Dr,9835
2546005,9-1-2016,359,Dr,9476
2546005,17-1-2016,19100,Cr,28576
2546005,21-1-2016,6547,Dr,22029
2546005,22-1-2016,6475,Dr,15554
2546005,26-1-2016,3589,Dr,11965
2546005,27-1-2016,5762,Dr,6203
2546005,28-1-2016,398,Dr,5805
2546005,29-1-2016,1550,Dr,4255
2546005,01-2-2016,20740,Cr,24995
2546005,4-2-2016,1418,Dr,23577
2546005,5-2-2016,11125,Dr,12452
2546005,6-2-2016,1900,Cr,14352
2546005,10-2-2016,4629,Dr,9723
2546005,12-2-2016,4688,Dr,5035
2546005,16-2-2016,2482,Dr,2553
2546005,19-2-2016,1125,Dr,1428
2546005,20-2-2016,598,Dr,830
2546005,21-2-2016,156,Dr,674
2546005,26-2-2016,17900,Cr,18574
2546005,29-2-2016,125,Dr,18449
2546005,01-3-2016,20740,Cr,39189
2546005,1-3-2016,15120,Dr,24069
2546005,2-3-2016,10861,Dr,13208
2546005,4-3-2016,623,Dr,12585
2546005,5-3-2016,14700,Cr,27285
2546005,10-3-2016,114,Dr,27171
2546005,16-3-2016,10607,Dr,16564
2546005,25-3-2016,2141,Dr,14423
2546005,26-3-2016,115,Dr,14308
2546005,28-3-2016,5680,Dr,8628
2546005,29-3-2016,2794,Dr,5834
2546005,30-3-2016,206,Dr,5628
2546005,31-3-2016,1012,Dr,4616
2546005,01-4-2016,20740,Cr,25356
2546005,7-4-2016,12600,Cr,37956
2546005,9-4-2016,524,Dr,37432
2546005,11-4-2016,6538,Dr,30894
2546005,13-4-2016,5995,Dr,24899
2546005,23-4-2016,1407,Dr,23492
2546005,25-4-2016,1809,Dr,21683
2546005,01-5-2016,20740,Cr,42423
2546005,3-5-2016,2066,Dr,40357
2546005,4-5-2016,15515,Dr,24842
2546005,5-5-2016,7000,Cr,31842
2546005,6-5-2016,10200,Cr,42042
2546005,8-5-2016,11100,Cr,53142
2546005,16-5-2016,1000,Cr,54142
2546005,17-5-2016,4700,Cr,58842
2546005,19-5-2016,7667,Dr,51175
2546005,20-5-2016,15231,Dr,35944
2546005,23-5-2016,7396,Dr,28548
2546005,24-5-2016,7334,Dr,21214
2546005,27-5-2016,9754,Dr,11460
2546005,29-5-2016,2700,Cr,14160
2546005,01-6-2016,20740,Cr,34900
2546005,1-6-2016,1249,Dr,33651
2546005,4-6-2016,12059,Dr,21592
2546005,11-6-2016,10185,Dr,11407
2546005,12-6-2016,18700,Cr,30107
2546005,16-6-2016,9900,Cr,40007
2546005,21-6-2016,12479,Dr,27528
2546005,30-6-2016,11586,Dr,15942
2546005,01-7-2016,20740,Cr,36682
2546005,1-7-2016,13504,Dr,23178
2546005,17-7-2016,10775,Dr,12403
2546005,25-7-2016,5814,Dr,6589
2546005,29-7-2016,19700,Cr,26289
2546005,31-7-2016,10597,Dr,15692
2546005,01-8-2016,20740,Cr,36432
2546005,15-8-2016,8902,Dr,27530
2546005,16-8-2016,6216,Dr,21314
2546005,25-8-2016,8000,Cr,29314
2546005,26-8-2016,1500,Cr,30814
2546005,01-9-2016,20740,Cr,51554
2546005,1-9-2016,25441,Dr,26113
2546005,5-9-2016,2200,Cr,28313
2546005,6-9-2016,2818,Dr,25495
2546005,8-9-2016,5867,Dr,19628
2546005,9-9-2016,7800,Cr,27428
2546005,10-9-2016,11671,Dr,15757
2546005,11-9-2016,617,Dr,15140
2546005,14-9-2016,17300,Cr,32440
2546005,22-9-2016,8511,Dr,23929
2546005,25-9-2016,1970,Dr,21959
2546005,01-10-2016,20740,Cr,42699
2546005,1-10-2016,13917,Dr,28782
2546005,4-10-2016,9100,Cr,37882
2546005,6-10-2016,12200,Cr,50082
2546005,11-10-2016,21828,Dr,28254
2546005,15-10-2016,4022,Dr,24232
2546005,01-11-2016,20740,Cr,44972
2546005,2-11-2016,1415,Dr,43557
2546005,11-11-2016,17100,Cr,60657
2546005,16-11-2016,22105,Dr,38552
2546005,17-11-2016,15853,Dr,22699
2546005,19-11-2016,4699,Dr,18000
2546005,21-11-2016,2721,Dr,15279
2546005,22-11-2016,1054,Dr,14225
2546005,25-11-2016,4627,Dr,9598
2546005,28-11-2016,1398,Dr,8200
2546005,30-11-2016,2751,Dr,5449
2546005,01-12-2016,20740,Cr,26189
2546005,1-12-2016,11347,Dr,14842
2546005,2-12-2016,4871,Dr,9971
2546005,4-12-2016,337,Dr,9634
2546005,13-12-2016,3208,Dr,6426
2546005,17-12-2016,608,Dr,5818
2546005,19-12-2016,459,Dr,5359
2546005,20-12-2016,19400,Cr,24759
2546005,21-12-2016,1687,Dr,23072
2546005,25-12-2016,11484,Dr,11588
2546005,27-12-2016,2127,Dr,9461
2546005,28-12-2016,1473,Dr,7988
2546005,29-12-2016,2484,Dr,5504
2546005,01-1-2017,20740,Cr,26244
2546005,4-1-2017,1839,Dr,24405
2546005,6-1-2017,7900,Cr,32305
2546005,17-1-2017,18900,Cr,51205
2546005,24-1-2017,22349,Dr,28856
2546005,26-1-2017,14057,Dr,14799
2546005,27-1-2017,3643,Dr,11156
2546005,28-1-2017,10400,Cr,21556
2546005,29-1-2017,10472,Dr,11084
2546005,30-1-2017,13200,Cr,24284
2546005,01-2-2017,20740,Cr,45024
2546005,1-2-2017,9800,Cr,54824
2546005,3-2-2017,4075,Dr,50749
