2546009,42371,6757,Dr,19472
2546010,42371,6237,Dr,18025
2546011,42371,3627,Dr,11969
2546012,42371,7000,Cr,24847
2546013,42371,8000,Cr,14849
2546014,42371,16463,Dr,18959
2546015,42371,14100,Cr,31658
2546016,42371,5890,Dr,13382
2546017,42371,10561,Dr,17118
2546019,42371,3909,Dr,7676
2546021,42371,9900,Cr,30624
2546023,42371,13781,Dr,22705
2546024,42371,14300,Cr,28185
2546025,42371,4003,Dr,13798
2546028,42371,2817,Dr,7009
2546029,42371,18567,Dr,20052
2546030,42371,12700,Cr,29694
2546031,42371,15939,Dr,51925
2546032,42371,27108,Dr,45653
2546034,42371,9469,Dr,39036
2546035,42371,3619,Dr,75133
2546036,42371,1013,Dr,66995
2546038,42371,34600,Cr,113533
2546039,42371,8518,Dr,28823
2546041,42371,4663,Dr,44322
2546042,42371,3621,Dr,28616
2546043,42371,29000,Cr,57680
2546044,42371,8357,Dr,29960
2546045,42371,12635,Dr,53657
2546046,42371,4978,Dr,37126
2546047,42371,23018,Dr,44694
2546048,42371,7557,Dr,35239
2546049,42371,13342,Dr,61673
2546051,42371,6490,Dr,60534
2546052,42371,7236,Dr,46371
2546054,42371,6027,Dr,37397
2546055,42371,4579,Dr,44081
2546056,42371,27421,Dr,72267
2546057,42371,24191,Dr,57524
2546058,42371,16228,Dr,23091
2546059,42371,11134,Dr,45732
2546060,42371,35661,Dr,41986
2546061,42371,171,Dr,55369
2546062,42371,6409,Dr,75070
2546063,42371,5624,Dr,71568
2546064,42371,1800,Cr,100347
2546065,42371,7509,Dr,39284
2546066,42371,35400,Cr,115535
2546067,42371,24749,Dr,50111
2546068,42371,12988,Dr,49407
2546069,42371,1100,Cr,62846
2546073,42371,18761,Dr,89954
2546074,42371,3234,Dr,124598
2546075,42371,58300,Cr,276641
2546076,42371,54300,Cr,163399
2546077,42371,31500,Cr,233272
2546078,42371,6347,Dr,86954
2546079,42371,1906,Dr,92621
2546080,42371,26313,Dr,48841
2546081,42371,56300,Cr,148357
2546082,42371,20431,Dr,161270
2546083,42371,26300,Cr,139082
2546084,42371,67483,Dr,91337
2546086,42371,58572,Dr,63312
2546087,42371,23003,Dr,134102
2546091,42371,31157,Dr,81105
2546093,42371,46399,Dr,54010
2546094,42371,49109,Dr,94973
2546095,42371,40483,Dr,50519
2546098,42371,48227,Dr,108985
2546099,42371,38357,Dr,42250
2546100,42371,70272,Dr,82659
2546001,42372,9711,Dr,9920
2546003,42372,14400,Cr,29745
2546005,42372,1597,Dr,21306
2546006,42372,941,Dr,22882
2546007,42372,14478,Dr,15702
2546008,42372,1500,Cr,45859
2546010,42372,6491,Dr,11534
2546011,42372,17800,Cr,29769
2546012,42372,1756,Dr,23091
2546013,42372,375,Dr,14474
2546017,42372,7001,Dr,10117
2546018,42372,7533,Dr,16699
2546020,42372,6859,Dr,21438
2546021,42372,12829,Dr,17795
2546022,42372,19900,Cr,36865
2546023,42372,6043,Dr,16662
2546025,42372,2500,Cr,16298
2546026,42372,1461,Dr,12993
2546028,42372,1882,Dr,5127
2546029,42372,7057,Dr,12995
2546030,42372,15300,Cr,44994
2546032,42372,22587,Dr,23066
2546033,42372,13579,Dr,30131
2546035,42372,19000,Cr,94133
2546038,42372,10700,Cr,124233
2546039,42372,9928,Dr,18895
2546040,42372,9291,Dr,38080
2546041,42372,19753,Dr,24569
2546043,42372,12639,Dr,45041
2546044,42372,5899,Dr,24061
2546046,42372,5959,Dr,31167
2546047,42372,35500,Cr,80194
2546049,42372,23795,Dr,37878
2546050,42372,27039,Dr,27626
2546052,42372,18484,Dr,27887
2546053,42372,17221,Dr,48472
2546054,42372,16765,Dr,20632
2546055,42372,8600,Cr,52681
2546059,42372,21794,Dr,23938
2546060,42372,6100,Cr,48086
2546061,42372,28900,Cr,84269
2546062,42372,25000,Cr,100070
2546063,42372,2125,Dr,69443
2546064,42372,28600,Cr,128947
2546066,42372,15617,Dr,99918
2546069,42372,22803,Dr,40043
2546070,42372,6000,Cr,90957
2546071,42372,32299,Dr,119620
2546073,42372,16600,Cr,106554
2546074,42372,53568,Dr,71030
2546075,42372,53400,Cr,330041
2546076,42372,55919,Dr,107480
2546077,42372,32800,Cr,266072
2546079,42372,23432,Dr,69189
2546080,42372,6801,Dr,42040
2546081,42372,21549,Dr,126808
2546082,42372,35801,Dr,125469
2546083,42372,25100,Cr,164182
2546085,42372,10332,Dr,85664
2546086,42372,663,Dr,62649
2546087,42372,26896,Dr,107206
2546089,42372,9942,Dr,86984
2546091,42372,40500,Cr,121605
2546094,42372,26294,Dr,68679
2546095,42372,16996,Dr,33523
2546096,42372,55962,Dr,105145
2546097,42372,51700,Cr,220748
2546098,42372,47004,Dr,61981
2546100,42372,20019,Dr,62640
2546002,42373,4900,Cr,17057
2546004,42373,1554,Dr,6479
2546006,42373,1840,Dr,21042
2546007,42373,8300,Cr,24002
2546008,42373,4985,Dr,40874
2546009,42373,5159,Dr,14313
2546010,42373,4554,Dr,6980
2546011,42373,14142,Dr,15627
2546012,42373,9710,Dr,13381
2546014,42373,7603,Dr,11356
2546015,42373,4607,Dr,27051
2546016,42373,18300,Cr,31682
2546017,42373,7900,Cr,18017
2546019,42373,1985,Dr,5691
2546022,42373,1800,Cr,38665
2546023,42373,16200,Cr,32862
2546025,42373,4349,Dr,11949
2546027,42373,1738,Dr,20635
2546028,42373,6800,Cr,11927
2546031,42373,10500,Cr,62425
2546032,42373,3768,Dr,19298
2546034,42373,39100,Cr,78136
2546035,42373,2135,Dr,91998
2546036,42373,30753,Dr,36242
2546037,42373,16819,Dr,27494
2546038,42373,51155,Dr,73078
2546041,42373,2127,Dr,22442
2546042,42373,22300,Cr,50916
2546043,42373,16540,Dr,28501
2546044,42373,6377,Dr,17684
2546045,42373,22861,Dr,30796
2546046,42373,740,Dr,30427
2546048,42373,11104,Dr,24135
2546049,42373,720,Dr,37158
2546050,42373,7979,Dr,19647
2546052,42373,1692,Dr,26195
2546054,42373,25100,Cr,45732
2546057,42373,7100,Cr,64624
2546058,42373,8903,Dr,14188
2546059,42373,2565,Dr,21373
2546062,42373,423,Dr,99647
2546064,42373,58025,Dr,70922
2546066,42373,1037,Dr,98881
2546068,42373,1689,Dr,47718
2546070,42373,9778,Dr,81179
2546071,42373,25591,Dr,94029
2546072,42373,18396,Dr,144737
2546073,42373,52134,Dr,54420
2546075,42373,25470,Dr,304571
2546076,42373,15560,Dr,91920
2546077,42373,113461,Dr,152611
2546079,42373,29183,Dr,40006
2546081,42373,73200,Cr,200008
2546082,42373,57763,Dr,67706
2546086,42373,47400,Cr,110049
2546088,42373,15999,Dr,81392
2546089,42373,20304,Dr,66680
2546093,42373,14787,Dr,39223
2546096,42373,46057,Dr,59088
2546097,42373,3334,Dr,217414
2546098,42373,11558,Dr,50423
2546099,42373,18021,Dr,24229
2546001,42374,19400,Cr,29320
2546002,42374,7640,Dr,9417
2546003,42374,7248,Dr,22497
2546004,42374,838,Dr,5641
2546005,42374,8100,Cr,29406
2546006,42374,1457,Dr,19585
2546007,42374,10532,Dr,13470
2546008,42374,12891,Dr,27983
2546009,42374,6766,Dr,7547
2546010,42374,352,Dr,6628
2546012,42374,3785,Dr,9596
2546014,42374,2860,Dr,8496
2546016,42374,14756,Dr,16926
2546017,42374,569,Dr,17448
2546019,42374,2408,Dr,3283
2546020,42374,18700,Cr,40138
2546021,42374,7300,Cr,25095
2546022,42374,11628,Dr,27037
2546023,42374,4541,Dr,28321
2546024,42374,8300,Cr,36485
2546026,42374,3388,Dr,9605
2546027,42374,2478,Dr,18157
2546028,42374,13700,Cr,25627
2546030,42374,18300,Cr,63294
2546036,42374,11882,Dr,24360
2546038,42374,5013,Dr,68065
2546039,42374,3860,Dr,15035
2546041,42374,3656,Dr,18786
2546043,42374,11680,Dr,16821
2546044,42374,5846,Dr,11838
2546045,42374,23700,Cr,54496
2546046,42374,13898,Dr,16529
2546048,42374,16100,Cr,40235
2546049,42374,7218,Dr,29940
2546050,42374,11300,Cr,30947
2546051,42374,5986,Dr,54548
2546053,42374,644,Dr,47828
2546054,42374,13253,Dr,32479
2546056,42374,28839,Dr,43428
2546059,42374,6896,Dr,14477
2546062,42374,33464,Dr,66183
2546065,42374,8187,Dr,31097
2546066,42374,32019,Dr,66862
2546068,42374,3259,Dr,44459
2546070,42374,4542,Dr,76637
2546072,42374,67800,Cr,212537
2546073,42374,6967,Dr,47453
2546075,42374,135100,Dr,169471
2546078,42374,28712,Dr,58242
2546080,42374,13974,Dr,28066
2546081,42374,84897,Dr,115111
2546083,42374,63300,Cr,227482
2546084,42374,14800,Cr,106137
2546088,42374,18553,Dr,62839
2546090,42374,25304,Dr,89475
2546091,42374,53700,Cr,175305
2546092,42374,76512,Dr,88509
2546094,42374,15060,Dr,53619
2546098,42374,7328,Dr,43095
2546100,42374,19873,Dr,42767
2546001,42375,17000,Cr,46320
2546002,42375,2255,Dr,7162
2546003,42375,4183,Dr,18314
2546004,42375,1694,Dr,3947
2546005,42375,3833,Dr,25573
2546006,42375,3717,Dr,15868
2546010,42375,15700,Cr,22328
2546011,42375,6926,Dr,8701
2546013,42375,4150,Dr,10324
2546015,42375,1383,Dr,25668
2546016,42375,2672,Dr,14254
2546017,42375,8675,Dr,8773
2546018,42375,2740,Dr,13959
2546019,42375,1437,Dr,1846
2546020,42375,4030,Dr,36108
2546021,42375,8959,Dr,16136
2546022,42375,7318,Dr,19719
2546023,42375,8241,Dr,20080
2546024,42375,10052,Dr,26433
2546025,42375,3241,Dr,8708
2546027,42375,7913,Dr,10244
2546028,42375,6209,Dr,19418
2546029,42375,2323,Dr,10672
2546031,42375,26200,Cr,88625
2546032,42375,5652,Dr,13646
2546034,42375,20597,Dr,57539
2546035,42375,11294,Dr,80704
2546036,42375,8225,Dr,16135
2546037,42375,2800,Cr,30294
2546038,42375,9600,Cr,77665
2546040,42375,7911,Dr,30169
2546041,42375,7248,Dr,11538
2546043,42375,6850,Dr,9971
2546045,42375,2241,Dr,52255
2546047,42375,11500,Cr,91694
2546049,42375,7003,Dr,22937
2546051,42375,29700,Cr,84248
2546052,42375,5400,Cr,31595
2546053,42375,5246,Dr,42582
2546058,42375,3565,Dr,10623
2546060,42375,13500,Cr,61586
2546062,42375,14637,Dr,51546
2546063,42375,11254,Dr,58189
2546064,42375,14300,Cr,85222
2546067,42375,3496,Dr,46615
2546070,42375,14766,Dr,61871
2546072,42375,52875,Dr,159662
2546076,42375,32900,Cr,124820
2546077,42375,24224,Dr,128387
2546078,42375,28122,Dr,30120
2546079,42375,19893,Dr,20113
2546080,42375,4319,Dr,23747
2546081,42375,20900,Cr,136011
2546084,42375,25113,Dr,81024
2546085,42375,9576,Dr,76088
2546086,42375,20004,Dr,90045
2546088,42375,21223,Dr,41616
2546092,42375,31848,Dr,56661
2546093,42375,6182,Dr,33041
2546094,42375,73000,Cr,126619
2546095,42375,3140,Dr,30383
2546097,42375,29373,Dr,188041
2546098,42375,19411,Dr,23684
2546099,42375,9405,Dr,14824
2546100,42375,4777,Dr,37990
2546001,42376,5702,Dr,40618
2546002,42376,3503,Dr,3659
2546004,42376,1114,Dr,2833
2546005,42376,6606,Dr,18967
2546007,42376,1720,Dr,11750
2546009,42376,2412,Dr,5135
2546010,42376,4576,Dr,17752
2546011,42376,871,Dr,7830
2546012,42376,2244,Dr,7352
2546013,42376,1557,Dr,8767
2546014,42376,430,Dr,8066
2546016,42376,19200,Cr,33454
2546017,42376,1330,Dr,7443
2546019,42376,105,Dr,1741
2546020,42376,16200,Cr,52308
2546021,42376,4900,Cr,21036
2546022,42376,3761,Dr,15958
2546024,42376,9632,Dr,16801
2546026,42376,4535,Dr,5070
2546027,42376,191,Dr,10053
2546029,42376,3316,Dr,7356
2546030,42376,2100,Cr,65394
2546031,42376,4126,Dr,84499
2546032,42376,1606,Dr,12040
2546033,42376,28000,Cr,58131
2546034,42376,794,Dr,56745
2546035,42376,2024,Dr,78680
2546037,42376,19500,Cr,49794
2546038,42376,17396,Dr,60269
2546039,42376,1115,Dr,13920
2546040,42376,651,Dr,29518
2546041,42376,3908,Dr,7630
2546043,42376,39400,Cr,49371
2546044,42376,38600,Cr,50438
2546046,42376,2758,Dr,13771
2546047,42376,5164,Dr,86530
2546048,42376,16543,Dr,23692
2546050,42376,5084,Dr,25863
2546052,42376,12916,Dr,18679
2546053,42376,10077,Dr,32505
2546054,42376,12371,Dr,20108
2546055,42376,3034,Dr,49647
2546056,42376,24500,Cr,67928
2546057,42376,5695,Dr,58929
2546060,42376,24753,Dr,36833
2546061,42376,21462,Dr,62807
2546062,42376,2906,Dr,48640
2546065,42376,9729,Dr,21368
2546067,42376,9126,Dr,37489
2546068,42376,11603,Dr,32856
2546069,42376,19689,Dr,20354
2546070,42376,28417,Dr,33454
2546071,42376,42772,Dr,51257
2546072,42376,25535,Dr,134127
2546073,42376,14675,Dr,32778
2546074,42376,31187,Dr,39843
2546076,42376,8620,Dr,116200
2546078,42376,980,Dr,29140
2546079,42376,6448,Dr,13665
2546080,42376,1937,Dr,21810
2546081,42376,42900,Cr,178911
2546082,42376,53700,Cr,121406
2546083,42376,79579,Dr,147903
2546084,42376,34189,Dr,46835
2546085,42376,22991,Dr,53097
2546086,42376,637,Dr,89408
2546091,42376,8951,Dr,166354
2546092,42376,2961,Dr,53700
2546095,42376,13345,Dr,17038
2546097,42376,41380,Dr,146661
2546098,42376,33000,Cr,56684
2546100,42376,18908,Dr,19082
2546001,42377,892,Dr,39726
2546002,42377,1465,Dr,2194
2546003,42377,996,Dr,17318
2546004,42377,460,Dr,2373
2546005,42377,2144,Dr,16823
2546009,42377,9700,Cr,14835
2546010,42377,226,Dr,17526
2546013,42377,2009,Dr,6758
2546016,42377,18200,Cr,51654
2546017,42377,2604,Dr,4839
2546019,42377,103,Dr,1638
2546021,42377,3196,Dr,17840
2546023,42377,2497,Dr,17583
2546028,42377,3941,Dr,15477
2546029,42377,2283,Dr,5073
2546030,42377,20763,Dr,44631
2546031,42377,9100,Cr,93599
2546032,42377,5756,Dr,6284
2546033,42377,26800,Dr,31331
2546034,42377,4139,Dr,52606
2546038,42377,29338,Dr,30931
2546039,42377,6318,Dr,7602
2546040,42377,7382,Dr,22136
2546041,42377,1971,Dr,5659
2546042,42377,13600,Cr,64516
2546043,42377,8789,Dr,40582
2546045,42377,10831,Dr,41424
2546046,42377,6638,Dr,7133
2546047,42377,33900,Cr,120430
2546048,42377,21500,Cr,45192
2546049,42377,10428,Dr,12509
2546050,42377,2278,Dr,23585
2546051,42377,14300,Cr,98548
2546052,42377,909,Dr,17770
2546055,42377,24165,Dr,25482
2546056,42377,21170,Dr,46758
2546057,42377,20226,Dr,38703
2546058,42377,4576,Dr,6047
2546059,42377,4404,Dr,10073
2546061,42377,21691,Dr,41116
2546062,42377,33500,Cr,82140
2546063,42377,10897,Dr,47292
2546065,42377,2688,Dr,18680
2546066,42377,17133,Dr,49729
2546067,42377,10367,Dr,27122
2546069,42377,396,Dr,19958
2546070,42377,13247,Dr,20207
2546072,42377,45300,Cr,179427
2546073,42377,10477,Dr,22301
2546074,42377,7122,Dr,32721
2546075,42377,34407,Dr,135064
2546076,42377,34780,Dr,81420
2546077,42377,33670,Dr,94717
2546080,42377,4531,Dr,17279
2546081,42377,7200,Cr,186111
2546082,42377,43006,Dr,78400
2546086,42377,9161,Dr,80247
2546087,42377,53169,Dr,54037
2546088,42377,4314,Dr,37302
2546089,42377,7385,Dr,59295
2546090,42377,20625,Dr,68850
2546091,42377,9647,Dr,156707
2546092,42377,21300,Cr,75000
2546093,42377,8736,Dr,24305
2546095,42377,7050,Dr,9988
2546096,42377,18957,Dr,40131
2546097,42377,13514,Dr,133147
2546100,42377,5267,Dr,13815
2546001,42378,2645,Dr,37081
2546002,42378,535,Dr,1659
2546003,42378,17500,Cr,34818
2546004,42378,1042,Dr,1331
2546007,42378,2401,Dr,9349
2546008,42378,17500,Cr,45483
2546009,42378,6632,Dr,8203
2546010,42378,6596,Dr,10930
2546011,42378,704,Dr,7126
2546012,42378,1280,Dr,6072
2546013,42378,1129,Dr,5629
2546015,42378,9428,Dr,16240
2546016,42378,16817,Dr,34837
2546017,42378,16600,Cr,21439
2546018,42378,603,Dr,13356
2546019,42378,429,Dr,1209
2546020,42378,10792,Dr,41516
2546022,42378,7730,Dr,8228
2546023,42378,4694,Dr,12889
2546024,42378,4600,Cr,21401
2546025,42378,3188,Dr,5520
2546027,42378,2159,Dr,7894
2546028,42378,2800,Cr,18277
2546029,42378,1512,Dr,3561
2546030,42378,19600,Cr,64231
2546031,42378,24700,Cr,118299
2546032,42378,872,Dr,5412
2546034,42378,7606,Dr,45000
2546036,42378,24500,Cr,40635
2546037,42378,37600,Cr,87394
2546038,42378,4182,Dr,26749
2546039,42378,1266,Dr,6336
2546041,42378,687,Dr,4972
2546042,42378,20400,Cr,84916
2546043,42378,10938,Dr,29644
2546044,42378,19537,Dr,30901
2546045,42378,21800,Cr,63224
2546046,42378,21700,Cr,28833
2546048,42378,33700,Cr,78892
2546050,42378,2365,Dr,21220
2546051,42378,9900,Cr,108448
2546052,42378,5456,Dr,12314
2546053,42378,18000,Cr,50505
2546054,42378,8798,Dr,11310
2546056,42378,19246,Dr,27512
2546057,42378,22800,Cr,61503
2546058,42378,2717,Dr,3330
2546059,42378,4651,Dr,5422
2546060,42378,23800,Cr,60633
2546065,42378,9282,Dr,9398
2546067,42378,7671,Dr,19451
2546068,42378,15786,Dr,17070
2546069,42378,4886,Dr,15072
2546070,42378,6600,Cr,26807
2546071,42378,20503,Dr,30754
2546072,42378,70404,Dr,109023
2546073,42378,2560,Dr,19741
2546075,42378,44500,Cr,179564
2546076,42378,2972,Dr,78448
2546077,42378,66200,Cr,160917
2546079,42378,4516,Dr,9149
2546080,42378,860,Dr,16419
2546081,42378,36700,Cr,222811
2546082,42378,17931,Dr,60469
2546083,42378,5100,Cr,153003
2546084,42378,18615,Dr,28220
2546085,42378,4048,Dr,49049
2546086,42378,33119,Dr,47128
2546087,42378,14391,Dr,39646
2546088,42378,27900,Cr,65202
2546090,42378,22671,Dr,46179
2546091,42378,44815,Dr,111892
2546092,42378,13271,Dr,61729
2546095,42378,3730,Dr,6258
2546096,42378,8743,Dr,31388
2546097,42378,63943,Dr,69204
2546098,42378,26537,Dr,30147
2546099,42378,72100,Cr,86924
2546100,42378,3989,Dr,9826
2546001,42379,4937,Dr,32144
2546004,42379,340,Dr,991
2546005,42379,3213,Dr,13610
2546006,42379,3300,Cr,19168
2546008,42379,9300,Cr,54783
2546009,42379,279,Dr,7924
2546010,42379,5308,Dr,5622
2546014,42379,1520,Dr,6546
2546015,42379,9100,Cr,25340
2546016,42379,12989,Dr,21848
2546020,42379,9300,Cr,50816
2546021,42379,3926,Dr,13914
2546022,42379,1506,Dr,6722
2546023,42379,3281,Dr,9608
2546024,42379,819,Dr,20582
2546025,42379,1415,Dr,4105
2546027,42379,1965,Dr,5929
2546028,42379,1646,Dr,16631
2546029,42379,8800,Cr,12361
2546031,42379,8700,Cr,126999
2546032,42379,1824,Dr,3588
2546035,42379,17267,Dr,61413
2546036,42379,4712,Dr,35923
2546037,42379,29514,Dr,57880
2546039,42379,274,Dr,6062
2546040,42379,1900,Cr,24036
2546041,42379,867,Dr,4105
2546042,42379,10300,Cr,95216
2546045,42379,24880,Dr,38344
2546046,42379,5358,Dr,23475
2546047,42379,19200,Cr,139630
2546048,42379,7300,Cr,86192
2546050,42379,3700,Cr,24920
2546055,42379,1200,Cr,26682
2546057,42379,5863,Dr,55640
2546059,42379,173,Dr,5249
2546060,42379,3054,Dr,57579
2546062,42379,13300,Cr,95440
2546063,42379,12817,Dr,34475
2546064,42379,37688,Dr,47534
2546065,42379,2152,Dr,7246
2546066,42379,14500,Cr,64229
2546068,42379,1171,Dr,15899
2546069,42379,23000,Cr,38072
2546070,42379,9315,Dr,17492
2546071,42379,2544,Dr,28210
2546073,42379,6687,Dr,13054
2546074,42379,10767,Dr,21954
2546075,42379,51100,Cr,230664
2546076,42379,31200,Cr,109648
2546077,42379,48809,Dr,112108
2546078,42379,49800,Cr,78940
2546079,42379,1737,Dr,7412
2546083,42379,33501,Dr,119502
2546084,42379,5378,Dr,22842
2546085,42379,17046,Dr,32003
2546087,42379,1905,Dr,37741
2546088,42379,15143,Dr,50059
2546089,42379,18913,Dr,40382
2546095,42379,2989,Dr,3269
2546098,42379,10932,Dr,19215
2546099,42379,23839,Dr,63085
2546100,42379,4100,Cr,13926
2546002,42380,385,Dr,1274
2546005,42380,4039,Dr,9571
2546006,42380,16000,Cr,35168
2546008,42380,3900,Cr,58683
2546009,42380,502,Dr,7422
2546011,42380,2664,Dr,4462
2546012,42380,2065,Dr,4007
2546014,42380,3017,Dr,3529
2546015,42380,16300,Cr,41640
2546016,42380,6893,Dr,14955
2546018,42380,1174,Dr,12182
2546020,42380,14100,Cr,64916
2546022,42380,1088,Dr,5634
2546023,42380,1022,Dr,8586
2546025,42380,11500,Cr,15605
2546028,42380,4720,Dr,11911
2546029,42380,5766,Dr,6595
2546030,42380,25802,Dr,38429
2546031,42380,57808,Dr,69191
2546033,42380,11556,Dr,19775
2546035,42380,1492,Dr,59921
2546040,42380,7479,Dr,16557
2546042,42380,1300,Cr,96516
2546043,42380,13985,Dr,15659
2546049,42380,2430,Dr,10079
2546050,42380,9134,Dr,15786
2546051,42380,32200,Cr,140648
2546052,42380,4540,Dr,7774
2546053,42380,7836,Dr,42669
2546055,42380,1264,Dr,25418
2546056,42380,13255,Dr,14257
2546057,42380,24250,Dr,31390
2546059,42380,975,Dr,4274
2546061,42380,7199,Dr,33917
2546066,42380,18599,Dr,45630
2546067,42380,8332,Dr,11119
2546068,42380,1467,Dr,14432
2546069,42380,33200,Cr,71272
2546073,42380,71000,Cr,84054
2546074,42380,7457,Dr,14497
2546076,42380,42897,Dr,66751
