2546001,42614,18900,Cr
2546001,42615,7812,Dr
2546001,42617,1377,Dr
2546001,42618,4260,Dr
2546001,42619,16300,Cr
2546001,42620,5400,Cr
2546001,42622,4427,Dr
2546001,42624,8396,Dr
2546001,42625,268,Dr
2546001,42627,3481,Dr
2546001,42628,1000,Cr
2546001,42629,7115,Dr
2546001,42631,997,Dr
2546001,42632,3977,Dr
2546001,42633,3132,Dr
2546001,42634,2739,Dr
2546001,42635,1566,Dr
2546001,42638,261,Dr
2546001,42639,16400,Cr
2546001,42640,3705,Dr
2546001,42643,2322,Dr
2546001,42644,14633,Cr
2546001,42645,783,Dr
2546001,42647,3796,Dr
2546001,42648,4404,Dr
2546001,42650,4962,Dr
2546001,42652,4159,Dr
2546001,42654,3454,Dr
2546001,42656,112,Dr
2546001,42657,194,Dr
2546001,42658,2287,Dr
2546001,42659,107,Dr
2546001,42661,11600,Cr
2546001,42662,5083,Dr
2546001,42663,3808,Dr
2546001,42665,663,Dr
2546001,42667,2163,Dr
2546001,42668,793,Dr
2546001,42669,312,Dr
2546001,42670,2341,Dr
2546001,42671,1430,Dr
2546001,42672,448,Dr
2546001,42674,644,Dr
2546001,42675,14633,Cr
2546001,42675,5011,Dr
2546001,42677,2474,Dr
2546001,42678,3166,Dr
2546001,42679,1681,Dr
2546001,42680,726,Dr
2546001,42681,971,Dr
2546001,42682,1262,Dr
2546001,42683,1071,Dr
2546001,42684,243,Dr
2546001,42686,662,Dr
2546001,42689,385,Dr
2546001,42691,1200,Cr
2546001,42692,779,Dr
2546001,42694,12700,Cr
2546001,42696,1732,Dr
2546001,42697,1541,Dr
2546001,42701,5100,Cr
2546001,42702,3491,Dr
2546001,42703,1971,Dr
2546001,42705,14633,Cr
2546001,42705,1024,Dr
2546001,42706,6162,Dr
2546001,42709,4091,Dr
2546001,42710,3846,Dr
2546001,42712,2785,Dr
2546001,42713,1056,Dr
2546001,42714,445,Dr
2546001,42715,705,Dr
2546001,42716,467,Dr
2546001,42719,152,Dr
2546001,42720,1341,Dr
2546001,42722,274,Dr
2546001,42724,306,Dr
2546001,42725,17100,Cr
2546001,42726,3179,Dr
2546001,42729,4014,Dr
2546001,42730,355,Dr
2546001,42731,1441,Dr
2546001,42732,2674,Dr
2546001,42733,1722,Dr
2546001,42734,433,Dr
2546001,42736,14633,Cr
2546001,42736,5181,Dr
2546001,42737,2220,Dr
2546001,42740,6600,Cr
2546001,42741,2814,Dr
2546001,42742,4171,Dr
2546001,42743,551,Dr
2546001,42744,2250,Dr
2546001,42745,530,Dr
2546001,42747,10000,Cr
2546001,42748,7700,Cr
2546001,42749,3560,Dr
2546001,42752,329,Dr
2546001,42754,1234,Dr
2546001,42755,16400,Cr
2546001,42756,6065,Dr
2546001,42757,4817,Dr
2546001,42758,6298,Dr
2546001,42759,4330,Dr
2546001,42760,3388,Dr
2546001,42761,1463,Dr
2546001,42763,2808,Dr
2546001,42765,1079,Dr
2546001,42766,7200,Cr
2546001,42767,14633,Cr
2546001,42767,6835,Dr
2546001,42769,2948,Dr
2546001,42771,1545,Dr
2546001,42772,4085,Dr
2546001,42773,548,Dr
2546001,42774,347,Dr
2546001,42776,3711,Dr
2546001,42777,1841,Dr
2546001,42778,19200,Cr
2546001,42780,5246,Dr
2546001,42781,16600,Cr
2546001,42782,6828,Dr
2546001,42783,5300,Cr
2546001,42784,462,Dr
2546001,42785,735,Dr
2546001,42786,4117,Dr
2546001,42787,199,Dr
2546001,42788,1712,Dr
2546001,42789,6826,Dr
2546001,42790,2100,Cr
2546001,42791,2672,Dr
2546001,42792,2105,Dr
2546001,42794,2100,Cr
2546001,42795,14633,Cr
2546001,42795,7639,Dr
2546001,42796,4529,Dr
2546001,42799,5959,Dr
2546001,42800,9400,Cr
2546001,42801,6660,Dr
2546001,42804,19000,Cr
2546001,42807,5111,Dr
2546001,42808,13400,Cr
2546001,42809,4336,Dr
2546001,42812,1612,Dr
2546001,42813,10933,Dr
2546001,42814,1681,Dr
2546001,42815,15600,Cr
2546001,42816,10542,Dr
2546001,42817,1596,Dr
2546001,42819,13100,Cr
2546001,42822,1523,Dr
2546001,42823,9988,Dr
2546001,42824,7468,Dr
2546001,42825,307,Dr
2546002,42370,25678,Cr
2546002,42371,15900,Cr
2546002,42372,4122,Dr
2546002,42373,5088,Dr
2546002,42375,6337,Dr
2546002,42376,2559,Dr
2546002,42377,5696,Dr
2546002,42379,2758,Dr
2546002,42383,2108,Dr
2546002,42385,239,Dr
2546002,42387,6500,Cr
2546002,42388,997,Dr
2546002,42389,1893,Dr
2546002,42390,3735,Dr
2546002,42391,2500,Cr
2546002,42392,3435,Dr
2546002,42393,706,Dr
2546002,42394,1333,Dr
2546002,42395,1011,Dr
2546002,42398,686,Dr
2546002,42399,17600,Cr
2546002,42400,5436,Dr
2546002,42401,25678,Cr
2546002,42401,7944,Dr
2546002,42402,603,Dr
2546002,42403,6934,Dr
2546002,42405,1506,Dr
2546002,42406,4607,Dr
2546002,42407,1844,Dr
2546002,42409,3298,Dr
2546002,42410,2352,Dr
2546002,42411,3207,Dr
2546002,42412,3097,Dr
2546002,42415,198,Dr
2546002,42416,1402,Dr
2546002,42418,1111,Dr
2546002,42419,1703,Dr
2546002,42420,1084,Dr
2546002,42421,151,Dr
2546002,42422,425,Dr
2546002,42423,401,Dr
2546002,42425,182,Dr
2546002,42426,467,Dr
2546002,42427,486,Dr
2546002,42429,323,Dr
2546002,42430,25678,Cr
2546002,42430,4200,Cr
2546002,42431,10300,Cr
2546002,42433,5645,Dr
2546002,42434,359,Dr
2546002,42435,2967,Dr
2546002,42436,5561,Dr
2546002,42438,214,Dr
2546002,42439,5851,Dr
2546002,42440,4860,Dr
2546002,42442,4260,Dr
2546002,42445,2103,Dr
2546002,42446,2666,Dr
2546002,42449,1080,Dr
2546002,42450,347,Dr
2546002,42451,1227,Dr
2546002,42454,1086,Dr
2546002,42457,932,Dr
2546002,42458,686,Dr
2546002,42459,311,Dr
2546002,42460,560,Dr
2546002,42461,25678,Cr
2546002,42461,4139,Dr
2546002,42462,1113,Dr
2546002,42463,4176,Dr
2546002,42464,114,Dr
2546002,42466,8000,Cr
2546002,42468,2127,Dr
2546002,42469,5636,Dr
2546002,42470,1929,Dr
2546002,42471,3956,Dr
2546002,42472,15300,Cr
2546002,42474,3833,Dr
2546002,42475,4455,Dr
2546002,42476,242,Dr
2546002,42478,4028,Dr
2546002,42479,2073,Dr
2546002,42480,356,Dr
2546002,42481,1713,Dr
2546002,42482,2257,Dr
2546002,42483,1185,Dr
2546002,42484,1636,Dr
2546002,42485,1372,Dr
2546002,42488,527,Dr
2546002,42491,25678,Cr
2546002,42491,344,Dr
2546002,42493,693,Dr
2546002,42494,13100,Cr
2546002,42495,9463,Dr
2546002,42499,7284,Dr
2546002,42500,3409,Dr
2546002,42501,4022,Dr
2546002,42502,1012,Dr
2546002,42505,2723,Dr
2546002,42507,2882,Dr
2546002,42508,2601,Dr
2546002,42509,1800,Cr
2546002,42510,286,Dr
2546002,42512,1722,Dr
2546002,42514,1314,Dr
2546002,42515,1020,Dr
2546002,42516,185,Dr
2546002,42519,1110,Dr
2546002,42521,177,Dr
2546002,42522,25678,Cr
2546002,42523,3932,Dr
2546002,42524,3352,Dr
2546002,42525,2646,Dr
2546002,42526,1831,Dr
2546002,42527,3147,Dr
2546002,42528,997,Dr
2546002,42530,2074,Dr
2546002,42531,2505,Dr
2546002,42532,859,Dr
2546002,42534,2035,Dr
2546002,42535,1125,Dr
2546002,42538,286,Dr
2546002,42539,472,Dr
2546002,42541,573,Dr
2546002,42542,618,Dr
2546002,42543,192,Dr
2546002,42545,427,Dr
2546002,42547,388,Dr
2546002,42548,268,Dr
2546002,42549,430,Dr
2546002,42550,113,Dr
2546002,42551,312,Dr
2546002,42552,25678,Cr
2546002,42552,3573,Dr
2546002,42553,1572,Dr
2546002,42555,827,Dr
2546002,42556,937,Dr
2546002,42557,4537,Dr
2546002,42558,1335,Dr
2546002,42559,991,Dr
2546002,42560,1088,Dr
2546002,42563,1805,Dr
2546002,42565,1666,Dr
2546002,42566,1312,Dr
2546002,42568,266,Dr
2546002,42569,14400,Cr
2546002,42570,2358,Dr
2546002,42571,4072,Dr
2546002,42573,1440,Dr
2546002,42576,2419,Dr
2546002,42577,1309,Dr
2546002,42578,1696,Dr
2546002,42579,2038,Dr
2546002,42580,412,Dr
2546002,42581,1300,Dr
2546002,42582,649,Dr
2546002,42583,25678,Cr
2546002,42584,4930,Dr
2546002,42585,5595,Dr
2546002,42586,1012,Dr
2546002,42588,137,Dr
2546002,42591,2731,Dr
2546002,42592,1432,Dr
2546002,42593,3084,Dr
2546002,42594,16500,Cr
2546002,42598,4893,Dr
2546002,42599,4451,Dr
2546002,42600,4138,Dr
2546002,42601,1057,Dr
2546002,42602,2824,Dr
2546002,42604,1601,Dr
2546002,42605,913,Dr
2546002,42606,1490,Dr
2546002,42607,745,Dr
2546002,42608,596,Dr
2546002,42609,781,Dr
2546002,42610,553,Dr
2546002,42611,410,Dr
2546002,42612,358,Dr
2546002,42613,280,Dr
2546002,42614,25678,Cr
2546002,42614,3517,Dr
2546002,42615,118,Dr
2546002,42616,1384,Dr
2546002,42617,4870,Dr
2546002,42618,4036,Dr
2546002,42619,333,Dr
2546002,42622,1391,Dr
2546002,42625,2600,Cr
2546002,42626,329,Dr
2546002,42627,703,Dr
2546002,42629,1371,Dr
2546002,42631,1087,Dr
2546002,42632,1794,Dr
2546002,42633,176,Dr
2546002,42634,996,Dr
2546002,42635,1564,Dr
2546002,42637,343,Dr
2546002,42638,1379,Dr
2546002,42639,513,Dr
2546002,42640,839,Dr
2546002,42641,526,Dr
2546002,42642,264,Dr
2546002,42643,313,Dr
2546002,42644,25678,Cr
2546002,42644,4764,Dr
2546002,42646,1029,Dr
2546002,42649,613,Dr
2546002,42651,3684,Dr
2546002,42652,1490,Dr
2546002,42653,1948,Dr
2546002,42654,1633,Dr
2546002,42655,207,Dr
2546002,42657,1682,Dr
2546002,42659,199,Dr
2546002,42660,1939,Dr
2546002,42662,1435,Dr
2546002,42663,1684,Dr
2546002,42664,698,Dr
2546002,42665,934,Dr
2546002,42667,564,Dr
2546002,42669,213,Dr
2546002,42671,14500,Cr
2546002,42672,128,Dr
2546002,42673,1077,Dr
2546002,42674,1082,Dr
2546002,42675,25678,Cr
2546002,42677,7064,Dr
2546002,42678,8244,Dr
2546002,42680,1846,Dr
2546002,42681,1940,Dr
2546002,42682,4057,Dr
2546002,42684,4338,Dr
2546002,42685,721,Dr
2546002,42687,2411,Dr
2546002,42688,2503,Dr
2546002,42689,1548,Dr
2546002,42691,477,Dr
2546002,42692,1201,Dr
2546002,42693,568,Dr
2546002,42694,162,Dr
2546002,42695,823,Dr
2546002,42696,734,Dr
2546002,42698,243,Dr
2546002,42699,470,Dr
2546002,42700,366,Dr
2546002,42701,283,Dr
2546002,42702,108,Dr
2546002,42704,299,Dr
2546002,42705,25678,Cr
2546002,42705,6468,Dr
2546002,42706,722,Dr
2546002,42707,2012,Dr
2546002,42708,4100,Cr
2546002,42709,4300,Cr
2546002,42710,256,Dr
2546002,42711,4543,Dr
2546002,42713,4755,Dr
2546002,42714,2365,Dr
2546002,42715,2987,Dr
2546002,42716,16600,Cr
2546002,42717,2068,Dr
2546002,42718,6304,Dr
2546002,42719,3090,Dr
2546002,42722,3620,Dr
2546002,42725,1833,Dr
2546002,42726,136,Dr
2546002,42727,566,Dr
2546002,42729,654,Dr
2546002,42732,324,Dr
2546002,42733,891,Dr
2546002,42734,1293,Dr
2546002,42735,1083,Dr
2546002,42736,25678,Cr
2546002,42737,3300,Cr
2546002,42738,319,Dr
2546002,42739,8194,Dr
2546002,42743,5572,Dr
2546002,42744,2246,Dr
2546002,42745,3427,Dr
2546002,42746,1882,Dr
2546002,42747,378,Dr
2546002,42748,1733,Dr
2546002,42749,2652,Dr
2546002,42750,1830,Dr
2546002,42752,1501,Dr
2546002,42753,290,Dr
2546002,42754,234,Dr
2546002,42756,109,Dr
2546002,42757,840,Dr
2546002,42759,168,Dr
2546002,42762,725,Dr
2546002,42765,140,Dr
2546002,42766,108,Dr
2546002,42767,25678,Cr
2546002,42767,1971,Dr
2546002,42770,2190,Dr
2546002,42771,11700,Cr
2546002,42773,8477,Dr
2546002,42774,4899,Dr
2546002,42775,5600,Cr
2546002,42776,4699,Dr
2546002,42778,505,Dr
2546002,42779,2264,Dr
2546002,42780,4754,Dr
2546002,42781,1474,Dr
2546002,42783,1906,Dr
2546002,42784,841,Dr
2546002,42785,1206,Dr
2546002,42788,2465,Dr
2546002,42789,199,Dr
2546002,42790,13500,Cr
2546002,42791,3148,Dr
2546002,42792,3206,Dr
2546002,42793,3241,Dr
2546002,42795,25678,Cr
2546002,42795,5135,Dr
2546002,42796,7172,Dr
2546002,42797,3009,Dr
2546002,42798,4964,Dr
2546002,42799,3539,Dr
2546002,42801,2137,Dr
2546002,42803,2309,Dr
2546002,42804,2158,Dr
2546002,42805,597,Dr
2546002,42806,1433,Dr
2546002,42807,113,Dr
2546002,42808,345,Dr
2546002,42809,165,Dr
2546002,42811,765,Dr
2546002,42812,666,Dr
2546002,42814,554,Dr
2546002,42815,260,Dr
2546002,42816,267,Dr
2546002,42820,314,Dr
2546002,42821,120,Dr
2546002,42822,2400,Cr
2546002,42823,13700,Cr
2546002,42824,4131,Dr
2546003,42370,22635,Cr
2546003,42371,3612,Dr
2546003,42372,305,Dr
2546003,42375,3926,Dr
2546003,42377,3369,Dr
2546003,42380,1759,Dr
2546003,42382,100,Dr
2546003,42383,240,Dr
2546003,42384,432,Dr
2546003,42385,1006,Dr
2546003,42387,1873,Dr
2546003,42389,537,Dr
2546003,42390,342,Dr
2546003,42391,290,Dr
2546003,42392,696,Dr
2546003,42394,663,Dr
2546003,42395,812,Dr
2546003,42396,189,Dr
2546003,42397,570,Dr
2546003,42398,101,Dr
2546003,42399,209,Dr
2546003,42400,169,Dr
2546003,42401,22635,Cr
2546003,42401,405,Dr
2546003,42402,1427,Dr
2546003,42403,2577,Dr
2546003,42405,3117,Dr
2546003,42406,1550,Dr
2546003,42408,3559,Dr
2546003,42409,2828,Dr
2546003,42413,1016,Dr
2546003,42414,534,Dr
2546003,42416,9600,Cr
2546003,42417,1662,Dr
2546003,42418,3057,Dr
2546003,42419,2215,Dr
2546003,42420,2136,Dr
2546003,42421,1720,Dr
2546003,42423,541,Dr
2546003,42424,187,Dr
2546003,42425,1112,Dr
2546003,42427,308,Dr
2546003,42428,188,Dr
2546003,42430,22635,Cr
2546003,42430,3146,Dr
2546003,42433,11800,Cr
2546003,42436,1418,Dr
2546003,42437,2445,Dr
2546003,42438,1138,Dr
2546003,42440,5122,Dr
2546003,42442,3933,Dr
2546003,42443,2775,Dr
2546003,42444,13900,Cr
2546003,42445,10500,Cr
2546003,42446,2265,Dr
2546003,42447,962,Dr
2546003,42448,3998,Dr
2546003,42452,6976,Dr
2546003,42453,2683,Dr
2546003,42454,2398,Dr
2546003,42455,121,Dr
2546003,42458,4700,Cr
2546003,42460,6606,Dr
2546003,42461,22635,Cr
2546003,42461,8287,Dr
2546003,42462,3545,Dr
2546003,42463,1695,Dr
2546003,42464,2345,Dr
2546003,42465,5096,Dr
2546003,42466,596,Dr
2546003,42468,2008,Dr
2546003,42470,1411,Dr
2546003,42471,1968,Dr
2546003,42474,4085,Dr
2546003,42475,2613,Dr
2546003,42476,1666,Dr
2546003,42478,1021,Dr
2546003,42479,1102,Dr
2546003,42480,740,Dr
2546003,42481,138,Dr
2546003,42482,825,Dr
2546003,42489,461,Dr
2546003,42490,430,Dr
2546003,42491,22635,Cr
2546003,42491,6004,Dr
2546003,42493,4644,Dr
2546003,42495,1067,Dr
2546003,42496,2328,Dr
2546003,42498,566,Dr
2546003,42499,2350,Dr
2546003,42500,250,Dr
2546003,42501,577,Dr
2546003,42504,174,Dr
2546003,42506,1581,Dr
2546003,42508,1170,Dr
2546003,42509,101,Dr
2546003,42510,1362,Dr
2546003,42511,798,Dr
2546003,42513,129,Dr
2546003,42514,379,Dr
2546003,42515,456,Dr
2546003,42516,531,Dr
2546003,42517,259,Dr
2546003,42518,387,Dr
2546003,42519,295,Dr
2546003,42520,155,Dr
2546003,42521,107,Dr
2546003,42522,22635,Cr
2546003,42523,1704,Dr
2546003,42524,2140,Dr
2546003,42525,1489,Dr
2546003,42526,2002,Dr
2546003,42527,3549,Dr
2546003,42528,2477,Dr
2546003,42529,1884,Dr
2546003,42531,1730,Dr
2546003,42533,1145,Dr
2546003,42535,1225,Dr
2546003,42536,405,Dr
2546003,42537,329,Dr
2546003,42538,8600,Cr
2546003,42539,1893,Dr
2546003,42540,1709,Dr
2546003,42544,1850,Dr
2546003,42545,1105,Dr
2546003,42548,1295,Dr
2546003,42549,543,Dr
2546003,42551,604,Dr
2546003,42552,22635,Cr
2546003,42552,206,Dr
2546003,42553,4992,Dr
2546003,42554,266,Dr
2546003,42555,194,Dr
2546003,42557,3399,Dr
2546003,42558,4200,Cr
2546003,42559,1680,Dr
2546003,42560,3927,Dr
2546003,42561,2524,Dr
2546003,42563,1133,Dr
2546003,42564,203,Dr
2546003,42566,1200,Cr
2546003,42567,2415,Dr
2546003,42570,1103,Dr
2546003,42571,1520,Dr
2546003,42573,488,Dr
2546003,42576,1278,Dr
2546003,42579,1240,Dr
2546003,42580,772,Dr
2546003,42582,125,Dr
2546003,42583,22635,Cr
2546003,42583,4298,Dr
2546003,42585,1422,Dr
2546003,42587,1828,Dr
2546003,42588,1979,Dr
2546003,42589,2173,Dr
2546003,42592,467,Dr
2546003,42594,2920,Dr
2546003,42595,2209,Dr
2546003,42597,14600,Cr
2546003,42598,2911,Dr
2546003,42599,2952,Dr
2546003,42600,2296,Dr
2546003,42601,1480,Dr
2546003,42602,1044,Dr
2546003,42603,397,Dr
2546003,42606,1241,Dr
2546003,42607,11700,Cr
2546003,42608,557,Dr
2546003,42613,16500,Cr
2546003,42614,22635,Cr
2546003,42614,7069,Dr
2546003,42615,2863,Dr
2546003,42616,3353,Dr
2546003,42617,9553,Dr
2546003,42618,6200,Cr
2546003,42619,3747,Dr
2546003,42622,490,Dr
2546003,42623,9843,Dr
2546003,42625,4519,Dr
2546003,42626,488,Dr
2546003,42627,4300,Cr
2546003,42628,579,Dr
2546003,42630,2797,Dr
2546003,42633,6417,Dr
2546003,42634,4683,Dr
2546003,42636,1985,Dr
2546003,42637,1331,Dr
2546003,42638,1263,Dr
2546003,42639,2253,Dr
2546003,42642,725,Dr
2546003,42643,831,Dr
2546003,42644,22635,Cr
2546003,42644,4134,Dr
2546003,42647,6065,Dr
2546003,42649,2026,Dr
2546003,42652,1081,Dr
2546003,42653,3688,Dr
2546003,42655,18300,Cr
2546003,42656,4808,Dr
2546003,42658,3032,Dr
2546003,42660,2697,Dr
2546003,42661,1775,Dr
2546003,42662,882,Dr
2546003,42663,388,Dr
2546003,42664,9200,Cr
2546003,42666,3628,Dr
2546003,42669,889,Dr
2546003,42670,3945,Dr
2546003,42671,2828,Dr
2546003,42672,452,Dr
2546003,42673,1951,Dr
2546003,42675,22635,Cr
2546003,42675,11700,Cr
2546003,42676,10942,Dr
2546003,42677,8194,Dr
2546003,42678,3802,Dr
2546003,42679,4719,Dr
2546003,42680,3114,Dr
2546003,42682,2844,Dr
2546003,42683,2823,Dr
2546003,42684,736,Dr
2546003,42685,306,Dr
2546003,42687,404,Dr
2546003,42688,2119,Dr
2546003,42690,872,Dr
2546003,42691,1119,Dr
2546003,42693,917,Dr
2546003,42694,743,Dr
2546003,42697,410,Dr
2546003,42699,610,Dr
2546003,42700,161,Dr
2546003,42701,524,Dr
2546003,42703,321,Dr
2546003,42704,238,Dr
2546003,42705,22635,Cr
2546003,42705,3240,Dr
2546003,42706,4700,Cr
2546003,42707,11000,Cr
2546003,42708,3600,Cr
2546003,42709,7705,Dr
2546003,42711,2031,Dr
2546003,42712,5667,Dr
2546003,42715,4996,Dr
2546003,42716,1514,Dr
2546003,42717,2327,Dr
2546003,42719,3794,Dr
2546003,42721,1245,Dr
2546003,42722,12100,Cr
2546003,42723,352,Dr
2546003,42725,1825,Dr
2546003,42726,4698,Dr
2546003,42728,2652,Dr
2546003,42729,3045,Dr
2546003,42730,123,Dr
2546003,42732,881,Dr
2546003,42733,432,Dr
2546003,42734,889,Dr
2546003,42736,22635,Cr
2546003,42736,6261,Dr
2546003,42738,3800,Cr
2546003,42740,954,Dr
2546003,42744,14300,Cr
2546003,42745,5860,Dr
2546003,42746,8849,Dr
2546003,42747,4993,Dr
2546003,42749,363,Dr
2546003,42751,1794,Dr
2546003,42752,3322,Dr
2546003,42753,1382,Dr
2546003,42754,2680,Dr
2546003,42756,2249,Dr
2546003,42758,745,Dr
2546003,42759,8100,Cr
2546003,42760,3764,Dr
2546003,42761,590,Dr
2546003,42763,516,Dr
2546003,42764,1184,Dr
2546003,42765,992,Dr
2546003,42766,437,Dr
2546003,42767,22635,Cr
2546003,42767,3261,Dr
2546003,42768,3258,Dr
2546003,42770,6176,Dr
2546003,42771,1346,Dr
2546003,42772,280,Dr
2546003,42774,2203,Dr
2546003,42776,1235,Dr
2546003,42777,3001,Dr
2546003,42779,1962,Dr
2546003,42783,1202,Dr
2546003,42784,166,Dr
2546003,42785,794,Dr
2546003,42786,174,Dr
2546003,42787,1508,Dr
2546003,42788,139,Dr
2546003,42789,490,Dr
2546003,42790,760,Dr
2546003,42791,407,Dr
2546003,42793,919,Dr
2546003,42795,22635,Cr
2546003,42795,6019,Dr
2546003,42798,2095,Dr
2546003,42800,361,Dr
2546003,42801,2938,Dr
2546003,42803,2759,Dr
2546003,42805,3300,Cr
2546003,42806,1089,Dr
2546003,42808,2009,Dr
2546003,42809,239,Dr
2546003,42810,2813,Dr
2546003,42811,15800,Cr
2546003,42812,5682,Dr
2546003,42813,2093,Dr
2546003,42814,2405,Dr
2546003,42815,3409,Dr
2546003,42816,2379,Dr
2546003,42817,1700,Cr
2546003,42821,124,Dr
2546003,42822,1469,Dr
2546003,42823,7700,Cr
2546003,42824,1651,Dr
2546004,42370,26142,Cr
2546004,42371,2490,Dr
2546004,42374,3500,Dr
2546004,42376,4930,Dr
2546004,42377,2879,Dr
2546004,42378,2395,Dr
2546004,42379,287,Dr
2546004,42380,1936,Dr
2546004,42382,764,Dr
2546004,42383,620,Dr
2546004,42384,656,Dr
2546004,42385,1316,Dr
2546004,42388,1048,Dr
2546004,42389,415,Dr
2546004,42390,418,Dr
2546004,42391,203,Dr
2546004,42392,543,Dr
2546004,42393,371,Dr
2546004,42394,15300,Cr
2546004,42398,2467,Dr
2546004,42400,1443,Dr
2546004,42401,26142,Cr
2546004,42401,4862,Dr
2546004,42402,4190,Dr
2546004,42404,3886,Dr
2546004,42405,6288,Dr
2546004,42408,5400,Cr
2546004,42409,6208,Dr
2546004,42411,4128,Dr
2546004,42414,3399,Dr
2546004,42415,562,Dr
2546004,42417,2303,Dr
2546004,42418,833,Dr
2546004,42419,945,Dr
2546004,42420,1475,Dr
2546004,42422,1258,Dr
